Date,Open,High,Low,Close,Volume,MA50,MA20,Price_fluctuations,Gain,Loss,AVG_gain,AVG_loss,RS,RSI,Target,EMA_12,EMA_26,MACD,Signal_Line,Volatility,Signal
2021-06-18 00:00:00+07:00,43198.53563661728,43770.35686836155,42990.60064325572,43562.421875,3.154597,39952.846953125,43262.723828125,623.8046875,623.8046875,0.0,229.08370535714286,278.484375,0.8226088280789923,45.133591772734476,44498.12890625,43124.45646114483,42238.563328510754,885.8931326340753,1117.5192181913314,,Be Carefull!
2021-06-21 00:00:00+07:00,43458.45394969635,44862.01514104378,43250.51895838562,44498.12890625,7.28359,40123.173046875,43374.376171875,935.70703125,935.70703125,0.0,222.78766741071428,278.484375,0.8000006011491104,44.444462998423134,44394.16796875,43335.7906834687,42405.93855649144,929.8521269772609,1079.9857999485173,,Be Carefull!
2021-06-22 00:00:00+07:00,44758.0542572991,45017.973034834176,44394.16796875,44394.16796875,5.995835,40291.419921875,43474.049609375,-103.9609375,0.0,103.9609375,222.78766741071428,226.50027901785714,0.9836087989677553,49.58683382931215,44134.2421875,43498.61795812736,42553.21480925133,945.4031488760302,1053.06926973402,,Be Carefull!
2021-06-23 00:00:00+07:00,44342.17717653061,44498.12841830357,43718.37220943878,44134.2421875,5.67645,40431.866484375,43526.82421875,-259.92578125,0.0,259.92578125,222.78766741071428,233.92717633928572,0.9523804411997432,48.78047439435025,44030.2734375,43596.40630110777,42670.327948380866,926.0783527269014,1027.6710863325964,,Be Carefull!
2021-06-24 00:00:00+07:00,43822.33845439847,44134.24092905076,43614.403471296944,44030.2734375,4.029342,40570.233671875,43608.3029296875,-103.96875,0.0,103.96875,222.78766741071428,222.78766741071428,0.9999999999995512,49.99999999998878,44290.1953125,43663.155091321954,42771.064651278575,892.0904400433792,1000.554957074753,,Be Carefull!
2021-06-25 00:00:00+07:00,44030.27656515995,44394.16281143602,43770.357817819895,44290.1953125,2.944534,40726.45625,43680.1759765625,259.921875,259.921875,0.0,241.353515625,148.525390625,1.624998356235345,61.904738049659,44550.109375,43759.62281765704,42883.59284840609,876.0299692509434,975.649959509991,,Be Carefull!
2021-06-28 00:00:00+07:00,44758.04435100583,44758.04435100583,44394.15814299563,44550.109375,3.392401,40885.165,43694.9798828125,259.9140625,259.9140625,0.0,259.91880580357144,77.97572544642857,3.333329755063444,76.92305786718603,46057.64453125,43881.23613417134,43007.03851704268,874.1976171286587,955.3594910337246,,Be Carefull!
2021-06-29 00:00:00+07:00,45017.969502683554,46265.58324294115,44862.01824839859,46057.64453125,10.168993,41083.065078125,43733.96796875,1507.53515625,1507.53515625,0.0,334.181640625,77.97572544642857,4.285713774527988,81.08107925141482,45745.73828125,44216.06819526037,43233.00933290989,983.0588623504809,960.8993652970759,,Be Carefull!
2021-06-30 00:00:00+07:00,46265.579458994565,46317.56320617127,45745.73828125,45745.73828125,3.968443,41277.43921875,43798.94765625,-311.90625,0.0,311.90625,326.75558035714283,100.25474330357143,3.2592530746141435,76.52170503884435,46213.59765625,44451.40205464339,43419.13740315731,1032.2646514860826,975.1724225348772,,Be Carefull!
2021-07-01 00:00:00+07:00,45797.723955361,46213.59765625,45745.740205997085,46213.59765625,3.102765,41464.897421875,43895.1177734375,467.859375,467.859375,0.0,300.763671875,100.25474330357143,2.9999944338193294,74.9999652113224,47773.109375,44722.50907027518,43626.13445894195,1096.3746113332236,999.4128602945465,,Be Carefull!
