Date,Open,High,Low,Close,Volume,MA50,MA20,Price_fluctuations,Gain,Loss,AVG_gain,AVG_loss,RS,RSI,Target,EMA_12,EMA_26,MACD,Signal_Line,Volatility,Signal
2021-06-18 00:00:00+07:00,30244.755859375,31060.60546875,29953.380859375,30361.3046875,51.450312,27102.046015625,30261.59013671875,407.923828125,407.923828125,0.0,316.35030691964283,341.32533482142856,0.9268292583234568,48.10126555426584,29836.830078125,30306.322818310276,29393.470121364437,912.8526969458399,1173.5415235541377,,Be Carefull!
2021-06-21 00:00:00+07:00,30303.03125,30594.40625,29836.830078125,29836.830078125,38.937411,27271.8638671875,30341.8802734375,-524.474609375,0.0,524.474609375,199.80008370535714,378.78780691964283,0.5274723210604574,34.53236525387618,30128.205078125,30234.09316597408,29426.311599642995,807.7815663310867,1100.3895321095274,,Be Carefull!
2021-06-22 00:00:00+07:00,30011.654296875,30536.130859375,29836.830078125,30128.205078125,33.249386,27448.3725390625,30393.57236328125,291.375,291.375,0.0,220.61258370535714,316.3501674107143,0.6973683166061622,41.08526769254946,29953.380859375,30217.802690920376,29478.303709160184,739.4989817601927,1028.2114220396604,,Be Carefull!
2021-06-23 00:00:00+07:00,30069.9296875,30244.755859375,29778.5546875,29953.380859375,32.019186,27619.658046875,30427.88994140625,-174.82421875,0.0,174.82421875,208.125,328.83761160714283,0.6329111775954036,38.75968186631055,29487.1796875,30177.122409144165,29513.494609176094,663.6277999680715,955.2946976253427,,Be Carefull!
2021-06-24 00:00:00+07:00,29953.380859375,30128.205078125,29428.904296875,29487.1796875,34.962126,27767.37453125,30460.480859375,-466.201171875,0.0,466.201171875,199.80008370535714,362.1376953125,0.5517240715106673,35.55555279706019,29545.455078125,30070.977375045062,29511.54535571861,559.4320193264539,876.122161965565,,Be Carefull!
2021-06-25 00:00:00+07:00,29545.455078125,29836.830078125,29020.978515625,29545.455078125,46.272282,27925.753203125,30489.510546875,58.275390625,58.275390625,0.0,203.96261160714286,287.21261160714283,0.7101450401699541,41.52542758007122,30536.130859375,29990.127790903516,29514.05718700797,476.0706038955468,796.1118503515615,,Be Carefull!
2021-06-28 00:00:00+07:00,29895.10546875,30594.40625,29603.73046875,30536.130859375,71.9016,28078.9087109375,30480.7693359375,990.67578125,990.67578125,0.0,274.7251674107143,174.82505580357142,1.571429027422881,61.11111800732013,30186.48046875,30074.12826297605,29589.766347924047,484.3619150520026,733.7618632916498,,Be Carefull!
2021-06-29 00:00:00+07:00,30594.40625,30652.6796875,30128.205078125,30186.48046875,34.130054,28212.121171875,30372.96044921875,-349.650390625,0.0,349.650390625,262.2377232142857,199.80008370535714,1.3125005673214503,56.75676736554095,30011.654296875,30091.413217710502,29633.967393911156,457.4458237993458,678.498655393189,,Be Carefull!
2021-06-30 00:00:00+07:00,30244.755859375,30419.580078125,29953.380859375,30011.654296875,35.737003,28340.9737890625,30300.1166015625,-174.826171875,0.0,174.826171875,208.12513950892858,212.28766741071428,0.9803920408912381,49.50494753806581,30769.23046875,30079.142614505043,29661.944201538106,417.1984129669363,626.2386069079384,,Be Carefull!
2021-07-01 00:00:00+07:00,30128.205078125,30827.505859375,30069.9296875,30769.23046875,70.11164,28457.35125,30256.41025390625,757.576171875,757.576171875,0.0,199.80008370535714,212.28766741071428,0.9411761226746562,48.48483925187857,30477.85546875,30185.309976696575,29743.965406516767,441.3445701798082,589.2597995623124,,Be Carefull!
