Date,Open,High,Low,Close,Volume,MA50,Volatility,Signal
2024-03-11 00:00:00+07:00,22878.787109375,23409.091796875,22727.2734375,22803.03125,128.057946,,,Be Carefull!
2024-03-18 00:00:00+07:00,22840.908203125,23257.576171875,21969.697265625,23143.939453125,197.164694,,,Be Carefull!
2024-03-25 00:00:00+07:00,23143.939453125,23560.60546875,22765.15234375,22916.666015625,130.438562,,,Be Carefull!
2024-04-01 00:00:00+07:00,22878.787109375,23068.181640625,22159.091796875,22310.60546875,162.831758,,,Be Carefull!
2024-04-08 00:00:00+07:00,22310.60546875,22840.908203125,22196.96875,22689.39453125,94.570466,,,Be Carefull!
2024-04-15 00:00:00+07:00,22613.63671875,22689.39453125,20833.333984375,21060.60546875,141.675949,,,Be Carefull!
2024-04-22 00:00:00+07:00,21363.63671875,21931.818359375,20795.455078125,21515.15234375,111.837254,,,Be Carefull!
2024-04-29 00:00:00+07:00,21515.15234375,22045.455078125,21250.0,21704.544921875,31.967624,,,Be Carefull!
2024-05-06 00:00:00+07:00,21856.060546875,23484.84765625,21818.181640625,23068.181640625,177.373988,,,Be Carefull!
2024-05-13 00:00:00+07:00,23143.939453125,24128.787109375,22803.03125,23939.39453125,174.14482,,,Be Carefull!
2024-05-20 00:00:00+07:00,23977.2734375,24583.333984375,23598.484375,24083.333984375,226.580954,,,Be Carefull!
2024-05-27 00:00:00+07:00,24083.333984375,24416.666015625,23333.333984375,23833.333984375,125.336772,,,Be Carefull!
2024-06-03 00:00:00+07:00,24000.0,24833.333984375,24000.0,24416.666015625,154.341276,,,Be Carefull!
2024-06-10 00:00:00+07:00,24500.0,24958.333984375,24166.666015625,24250.0,168.328284,,,Be Carefull!
2024-06-17 00:00:00+07:00,24250.0,24958.333984375,24125.0,24208.333984375,141.45666,,,Be Carefull!
2024-06-24 00:00:00+07:00,24166.666015625,24333.333984375,23541.666015625,23583.333984375,131.867976,,,Be Carefull!
2024-07-01 00:00:00+07:00,23583.333984375,24250.0,23375.0,23875.0,95.542716,,,Be Carefull!
2024-07-08 00:00:00+07:00,23916.666015625,24583.333984375,23708.333984375,23750.0,128.28612,,,Be Carefull!
2024-07-15 00:00:00+07:00,23791.666015625,23958.333984375,23000.0,23500.0,109.849368,,,Be Carefull!
2024-07-22 00:00:00+07:00,23416.666015625,23500.0,22583.333984375,22875.0,93.0,,,Be Carefull!
2024-07-29 00:00:00+07:00,23041.666015625,23500.0,22083.333984375,22708.333984375,127.225008,,0.027992354637853132,Be Carefull!
2024-08-05 00:00:00+07:00,22333.333984375,22375.0,21291.666015625,21708.333984375,141.54924,,0.02942361267852891,Be Carefull!
2024-08-12 00:00:00+07:00,21708.333984375,21750.0,20833.333984375,21333.333984375,130.860492,,0.029564322518303147,Be Carefull!
2024-08-19 00:00:00+07:00,21500.0,21958.333984375,21166.666015625,21708.333984375,143.173296,,0.029377289789826767,Be Carefull!
2024-08-26 00:00:00+07:00,21791.666015625,22000.0,21250.0,21250.0,107.673768,,0.02938825863815702,Be Carefull!
2024-09-02 00:00:00+07:00,21083.333984375,21208.333984375,20625.0,21166.666015625,79.496952,,0.02452669261528815,Be Carefull!
2024-09-09 00:00:00+07:00,21166.666015625,21833.333984375,20833.333984375,20833.333984375,102.052569,,0.024259551531254538,Be Carefull!
2024-09-16 00:00:00+07:00,20833.333984375,21708.333984375,20666.666015625,21375.0,137.489568,,0.024933113713391856,Be Carefull!
2024-09-23 00:00:00+07:00,21500.0,22041.666015625,21375.0,21708.333984375,159.355836,,0.020456989781108173,Be Carefull!
2024-09-30 00:00:00+07:00,21833.333984375,22500.0,21750.0,21833.333984375,182.255928,,0.01824602625622546,Be Carefull!
2024-10-07 00:00:00+07:00,22000.0,23083.333984375,21833.333984375,22750.0,171.543744,,0.02090875448523617,Be Carefull!
2024-10-14 00:00:00+07:00,22791.666015625,22875.0,22291.666015625,22458.333984375,105.268272,,0.020963365050968494,Be Carefull!
2024-10-21 00:00:00+07:00,22458.333984375,22541.666015625,21958.333984375,22041.666015625,88.92204,,0.020215980017754914,Be Carefull!
2024-10-28 00:00:00+07:00,22083.333984375,22625.0,22041.666015625,22125.0,81.09492,,0.020302000823548355,Be Carefull!
2024-11-04 00:00:00+07:00,22125.0,22916.666015625,21791.666015625,22500.0,110.319738,,0.02085242113387859,Be Carefull!
2024-11-11 00:00:00+07:00,22541.666015625,23250.0,21583.333984375,21583.333984375,175.39536,,0.021934023439936334,Be Carefull!
2024-11-18 00:00:00+07:00,21666.666015625,21875.0,21041.666015625,21750.0,118.38204,,0.021773444517407477,Be Carefull!
2024-11-25 00:00:00+07:00,21750.0,22291.666015625,21708.333984375,22291.666015625,102.65844,,0.022736073025646,Be Carefull!
2024-12-02 00:00:00+07:00,22458.333984375,23250.0,22000.0,23000.0,153.65604,,0.02392739164648581,Be Carefull!
2024-12-09 00:00:00+07:00,23041.666015625,23500.0,22583.333984375,22666.666015625,129.751704,,0.02338767168542367,Be Carefull!
2024-12-16 00:00:00+07:00,22666.666015625,22791.666015625,22250.0,22250.0,118.893072,,0.023694300279115222,Be Carefull!
2024-12-23 00:00:00+07:00,22291.666015625,22666.666015625,22166.666015625,22375.0,88.083432,,0.0214116171264021,Be Carefull!
2024-12-30 00:00:00+07:00,22333.333984375,22541.666015625,22166.666015625,22166.666015625,72.088296,,0.021111530830311944,Be Carefull!
2025-01-06 00:00:00+07:00,22166.666015625,22250.0,21291.666015625,21291.666015625,80.957372,,0.022708232950440204,Be Carefull!
2025-01-13 00:00:00+07:00,21291.666015625,22083.333984375,21208.333984375,22083.333984375,76.329762,,0.023674083075964907,Be Carefull!
2025-01-20 00:00:00+07:00,22083.333984375,22291.666015625,21791.666015625,22125.0,74.142564,,0.023630734329123538,Be Carefull!
2025-02-03 00:00:00+07:00,22083.333984375,22500.0,21875.0,22208.333984375,96.654852,,0.023238024004081346,Be Carefull!
2025-02-10 00:00:00+07:00,22083.333984375,22083.333984375,21166.666015625,21750.0,169.506744,,0.023196840555695153,Be Carefull!
2025-02-17 00:00:00+07:00,21791.666015625,22166.666015625,21708.333984375,22041.666015625,99.261276,,0.023130168890087923,Be Carefull!
2025-02-24 00:00:00+07:00,23583.333984375,23708.333984375,22666.666015625,23333.333984375,260.937492,22478.86375,0.026476409558105766,Be Carefull!
2025-03-03 00:00:00+07:00,23375.0,23541.666015625,22958.333984375,23375.0,182.305572,22490.303125,0.02489220220770338,Be Carefull!
2025-03-10 00:00:00+07:00,23416.666015625,23500.0,22958.333984375,22958.333984375,137.618304,22486.591015625,0.02506983642631759,Be Carefull!
2025-03-17 00:00:00+07:00,23250.0,23458.333984375,22541.666015625,22625.0,149.375052,22480.7576953125,0.02491663510374502,Be Carefull!
2025-03-24 00:00:00+07:00,22625.0,23291.666015625,22416.666015625,22625.0,161.91108,22487.0455859375,0.024913560762288924,Be Carefull!
2025-03-31 00:00:00+07:00,22541.666015625,22833.333984375,19666.666015625,20500.0,256.26468,22443.2576953125,0.03246491997019568,Buy!
2025-04-07 00:00:00+07:00,19583.333984375,20250.0,17750.0,20250.0,233.43049,22427.0455859375,0.03138014925065574,Buy!
